Ticker,Sector,Industry,Close,PE Ratio,PB Ratio,Debt / Equity Ratio,ROE,EV/EBITDA,Capital Expenditure,Working Capital,Depreciation & Amortization,SUN 10 Year,Beta,Market Risk Premium,Dividend Per Share,Dividend Yield,Dividend Time,Payout Frequency,Expected Dividend Growth,EPS CAGR 5Y (%),Altman Z-Score,Total Assets,Retained Earnings,Market Cap,Cash & Equivalents,Account Receivable,Inventory,Total Current Asset,Total Current Liabilities,Revenue,Cost of Revenue,Gross Profit,EBIT,Net Income,Total Liabilities,Long Term Liabilities,Shareholders Equity,Interest Expense,Operating Cash Flow,Investing Cash Flow,Financing Cash Flow,Interest Coverage Ratio,Free Cash Flow,Trend (MA),MA200 Status,Sinyal Teknikal,RSI (14),MACD Line,MACD Signal,Flow 1D,Flow 2D,Flow 3D,Flow 4D,Flow 1W,Flow 1M,Flow 3M,Flow 6M,Flow 1M Raw
EDGE,Technology,Information Technology Services,4790.0,159.38,5.34,3.36,0.0341,20.5,-4169590000000.0,-1853920000000.0,222640000000.0,0.0715,0.51,0.22,,,-,,,-13.54,0.72,10987842000000.0,1204471000000.0,9680000000000.0,507584000000.0,242448000000.0,,1236236000000.0,3090157000000.0,958900000000.0,494421000000.0,464480000000.0,313080000000.0,60720000000.0,9174885000000.0,6040705000000.0,1812957000000.0,-166530000000.0,174016000000.0,-4340635000000.0,4405774000000.0,1.88,-3995580000000.0,DOWNTREND,ABOVE MA200,TERKONFIRMASI,53.32,0.0,0.0,0,0,0,0,0,0,0,0,0.0
INET,Communication Services,Telecom Services,310.0,62.85,1.89,0.47,0.024900000000000002,41.11,-485450000000.0,3060000000000.0,24370000000.0,0.0715,-0.5,0.22,0.08,0.0002,-,Annual,0.02413308,-30.8,1.99,6111011000000.0,64000000000.0,7200000000000.0,4336913000000.0,289944000000.0,,4720208000000.0,1664779000000.0,973270000000.0,824362000000.0,148910000000.0,92060000000.0,50510000000.0,2302084000000.0,597108000000.0,3808927000000.0,-50545000000.0,371616000000.0,-1017846000000.0,4887194000000.0,1.82,-113830000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,47.41,11.03,19.23,-2.51 B,-3.60 B,-5.99 B,+4.51 B,+2.93 B,+56.20 B,+194.59 B,+227.38 B,56201530000.0
MGLV,Consumer Discretionary,"Furnishings, Fixtures & Appliances",16400.0,,250.55,0.22,-0.25129999999999997,,-448040000.0,96740000000.0,2490000000.0,0.0715,0.92,0.22,,,-,,,,52.77,184044000000.0,30536000000.0,28620000000000.0,1292000000.0,1247000000.0,128686000000.0,161356000000.0,64614000000.0,51260000000.0,42901000000.0,8359999999.999999,-32990000000.000004,-32650000000.0,69810000000.0,4035000000.0,114234000000.0,-1359000000.0,-13288000000.0,1604000000.0,11087000000.0,-24.27,-13740000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,79.03,1357.58,1295.25,+3.57 B,+4.60 B,+4.60 B,+4.63 B,+4.46 B,+4.40 B,+16.10 B,+17.97 B,4401182500.0
EXCL,Communication Services,Telecom Services,2410.0,,1.52,2.04,-0.1344,5.35,-13206080000000.0,-25158340000000.0,13640000000000.0,0.0715,-0.1,0.22,244.7,0.1015,MAY,Annual,,,0.47,113545920000000.0,55632000000.0,44040000000000.0,2016214000000.0,4481676000000.0,148470000000.0,11709644000000.0,36867986000000.0,47340000000000.0,20954021000000.0,26390000000000.0,-1245460000000.0,-4197250000000.0,84499451000000.0,17899272000000.0,29046469000000.0,-3934662000000.0,22366453000000.0,-11084389000000.0,-10482261000000.0,-0.32,9160000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,32.82,-51.24,-13.76,-57.33 M,-657.17 M,-3.58 B,-3.46 B,-3.51 B,-4.61 B,+2.49 B,+9.30 B,-4605111000.0
FREN,Communication Services,Telecom Services,,,0.51,0.84,-0.0698,12.14,-1217390000000.0,-1731690000000.0,,0.0715,0.68,0.22,,,-,,,,,43184370000000.0,-26330709000000.0,10960000000000.0,155311000000.0,244210000000.0,55813000000.0,4357734000000.0,6089420000000.0,11420000000000.0,718362000000.0,10700000000000.0,-309350000000.0,-1294920000000.0,21736030000000.0,6499178000000.0,21448340000000.0,,2365219000000.0,-1533396000000.0,-902526000000.0,,1150000000000.0,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0
ISAT,Communication Services,Telecom Services,2350.0,9.96,1.86,1.76,0.2024,4.83,-13386570000000.0,-13122950000000.0,9720000000000.0,0.0715,-0.27,0.22,83.8,0.035699999999999996,MAY,Annual,0.03248519999999999,-5.66,1.21,138306488000000.0,18154258000000.0,74500000000000.0,15781626000000.0,3693190000000.0,61201000000.0,26063253000000.0,39186201000000.0,60060000000000.0,26964826000000.0,33100000000000.0,12190000000000.0,7480000000000.0,98211011000000.0,11640856000000.0,40095477000000.0,-4219093000000.0,23738631000000.0,-11389423000000.0,-1864882000000.0,2.89,10350000000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,48.78,9.15,33.0,+2.52 B,-359.07 M,-359.07 M,+90.30 M,-898.02 M,-24.09 B,+101.14 B,+100.97 B,-24086689000.0
TLKM,Communication Services,Telecom Services,2480.0,13.77,1.83,0.6,0.17679999999999998,4.11,-22835000000000.0,-21426000000000.0,27890000000000.0,0.0715,0.11,0.22,223.17,0.09,JUN,Annual,,-6.28,2.4,303087000000000.0,101815000000000.0,246450000000000.0,54579000000000.0,14270000000000.0,788000000000.0,80932000000000.0,102358000000000.0,149620000000000.0,59907000000000.0,89710000000000.0,36190000000000.0,17960000000000.0,168239000000000.0,27622000000000.0,134848000000000.0,-4638000000000.0,66131000000000.0,-25468000000000.0,-20180000000000.0,7.8,43300000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,35.37,-19.08,-3.46,-1.14 B,-5.57 B,-11.95 B,-18.26 B,-21.17 B,-1.52 B,+13.34 B,-167.71 B,-1519033000.0
LINK,Communication Services,Telecom Services,1615.0,,1.69,3.12,-0.4575,5.43,-1119180000000.0,-7353180000000.0,3430000000000.0,0.0715,0.23,0.22,,,-,,,,-0.36,13530752000000.0,-369147000000.0,4610000000000.0,213035000000.0,,,2232374000000.0,9585550000000.0,2870000000000.0,1797650000000.0,1080000000000.0001,-1076060000000.0,-1608830000000.0,10807081000000.0,1147115000000.0,2723671000000.0,-479057000000.0,-91596000000.0,-1159330000000.0,1324887000000.0,-2.25,-1210770000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,51.5,49.74,54.47,-1.22 M,-3.00 M,-1.52 M,-1.99 M,-1.79 M,+25.24 M,+8.89 M,-62.70 M,25239500.0
MORA,Communication Services,Telecom Services,4840.0,196.39,12.52,0.94,0.052000000000000005,99.6,-2615190000000.0,2190000000000.0,1040000000000.0,0.0715,0.27,0.22,,,-,,,-26.82,4.05,43126828000000.0,4208913000000.0,234090000000000.0,2824206000000.0,1165712000000.0,1486988000000.0,8954743000000.0,6759832000000.0,4960000000000.0,2293978000000.0,2660000000000.0,1360000000000.0,589980000000.0,24427045000000.0,15666893000000.0,18699783000000.0,-547286000000.0,1925896000000.0,-981203000000.0,660418000000.0,2.49,-689300000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,31.54,-186.78,-163.0,-14.33 M,-7.20 M,-106.34 M,-103.36 M,-103.36 M,+888.72 M,-346.05 M,+24.16 B,888721000.0
MTEL,Communication Services,Telecom Services,500.0,18.7,1.24,0.66,,7.55,-2146239999999.9998,-6639040000000.0,2120000000000.0,0.0715,-0.13,0.22,25.65,0.0513,MAY,Annual,,1.42,1.29,60105879000000.0,2290564000000.0,39750000000000.0,1952092000000.0,2243421000000.0,,4578241000000.0,11217278000000.0,9630000000000.0,1079403000000.0,8550000000000.001,4170000000000.0,2140000000000.0002,28054570000000.0,14551657000000.0,32051309000000.0,-1226112000000.0,6670152000000.0,-2171742000000.0,-5314682000000.0,3.4,4520000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,61.36,9.37,8.74,+160.59 M,+77.74 M,+1.34 B,+1.29 B,+1.18 B,+5.01 B,+4.71 B,+3.38 B,5005628600.0
TBIG,Communication Services,Telecom Services,1435.0,22.8,2.44,2.21,0.1245,10.6,-2416680000000.0,-18779900000000.0,1080000000000.0001,0.0715,-0.13,0.22,47.0,0.032799999999999996,MAY & DEC,Annual,0.08287965,-2.85,0.87,48241918000000.0,6322892000000.0,33040000000000.0,700340000000.0,1220893000000.0,,3601762000000.0,22381662000000.0,6920000000000.0,1972018000000.0,4950000000000.0,4330000000000.0,1440000000000.0,34691915000000.0,12039999000000.0,13550003000000.0,-2024612000000.0,5368178000000.0,-2884058000000.0,-2601365000000.0,2.14,2950000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,46.04,2.3,9.38,-5.86 M,-8.70 M,+7.63 M,+7.06 M,+5.62 M,+126.24 M,+349.07 M,-1.03 B,126243000.0
TOWR,Real Estate,Real Estate Services,408.0,6.16,0.83,1.57,0.16140000000000002,6.28,-3633400000000.0,-25183450000000.0,1990000000000.0,0.0715,-0.03,0.22,13.76,0.0337,MAY & DEC,Semi-Annual,0.12816774000000003,-0.47,0.85,81842468000000.0,23068081000000.0,24050000000000.0,941560000000.0,3950777000000.0,954383000000.0,6456210000000.0,31639656000000.0,14140000000000.0,1582798000000.0,12560000000000.0,7880000000000.0,3880000000000.0,52754673000000.0,19245405000000.0,29087795000000.0,-2605234000000.0,8836275000000.0,-3423555000000.0,-5252710000000.0,3.03,5200000000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,38.66,-0.64,6.92,-143.99 M,-143.99 M,-4.71 B,-4.58 B,-4.93 B,-1.09 B,+7.28 B,+8.45 B,-1087993600.0
GLVA,Technology,Electronics & Computer Distribution,340.0,14.06,1.1,0.64,0.08869999999999999,5.8,-20220000000.0,379690000000.0,45760000000.0,0.0715,0.61,0.22,10.0,0.0294,MAY,Annual,0.03133770999999999,-2.6,3.71,966139000000.0,284291000000.0,489000000000.0,89177000000.0,251746000000.0,508523000000.0,894154000000.0,514466000000.0,1900000000000.0,1659456000000.0,245080000000.0,72880000000.0,34790000000.0,522925000000.0,2141000000.0,443214000000.0,-24157000000.0,745153000000.0,-48286000000.0,-699442000000.0,3.02,724930000000.0,UPTREND,BELOW MA200,TERKONFIRMASI,64.18,6.26,5.72,+2.39 M,+1.72 M,+2.01 M,+1.98 M,+1.98 M,+2.61 M,+5.80 M,-4.81 M,2611800.0
MLPT,Technology,Information Technology Services,1150.0,149.02,73.85,0.29,0.5388000000000001,88.51,-108360000000.0,80920000000.0,235930000000.0,0.0715,0.91,0.22,5.34,0.0046,JUN,Semi-Annual,0.17392464,7.34,22.24,3736688000000.0,451277000000.0,55080000000000.0,499334000000.0,728905000000.0,1414715000000.0,2821303000000.0,2740385000000.0,3930000000000.0,3280087000000.0,648020000000.0,380690000000.0,369610000000.0,2990887000000.0,113214000000.0,745801000000.0,-24983000000.0,616234000000.0,-93931000000.0,-348715000000.0,15.24,507870000000.0,DOWNTREND,BELOW MA200,TERKONFIRMASI,41.69,-48.36,-44.81,-16.18 M,-87.32 M,-15.42 M,-114.98 M,+7.84 M,-682.91 M,+37.32 B,+39.72 B,-682912500.0
KETR,Technology,Communication Equipment,935.0,36.48,2.16,0.59,0.061,14.19,-62050000000.0,1010000000000.0,31080000000.0,0.0715,0.56,0.22,,,-,,,-14.88,2.39,2346920000000.0,823162000000.0,2660000000000.0,196719000000.0,,852228000000.0,1604956000000.0,598262000000.0,623650000000.0,304180000000.0,319470000000.0,186560000000.0,72830000000.0,1117505000000.0,502890000000.0,1229416000000.0,-59848000000.0,152373000000.0,-40805000000.0,-89007000000.0,3.12,90320000000.0,UPTREND,ABOVE MA200,TERKONFIRMASI,63.25,76.83,81.27,0,-1.75 B,-1.63 B,+2.93 B,+3.51 B,+32.23 B,+52.92 B,+93.31 B,32234267000.0
